id,financialInstrument,asset_status,asset_value,background_color,confirmed_investment,confirmed_investment_shares,display_name,short_name,exited_date,home_image,investment_image,is_active,is_exited,media_description,modified,number_of_shares,offering_ends,offering_starts,order,pending_investment,pending_investment_shares,portal_image,progress_bar,receiptcard_image,sharecard_image,tertiary_color,ticker,trading,category,snapchat_deeplink_url
93b1aab6-23b1-4b72-89dd-e477eebc7ed8,"{'id': 'd44547a1-e167-4988-ba84-a5827d82732f', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2021-11-30T10:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2021-11-22T15:30:00+00:00'}}}",Post Only,50000,#000000,50500.0,5000,’86 MACINTOSH PLUS (SIGNED BY STEVE JOBS + MAC TEAM),'86 Macintosh Plus,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/93b1aab6-23b1-4b72-89dd-e477eebc7ed8/63d654bde8c94e8d9b474834b2af0129.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/93b1aab6-23b1-4b72-89dd-e477eebc7ed8/d4eea45745d94dbd94e427ca3b915d2c.png,True,False,"Jobs believed that Apple designers, like artists, should sign their work, meaning many of the signatures on the bottom of #JOBSMAC can also be found embossed on the inside of the plastic case.",2022-03-31T16:30:05.797515-04:00,5000,2020-10-26T23:59:00-04:00,2020-10-16T12:00:00-04:00,7,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/93b1aab6-23b1-4b72-89dd-e477eebc7ed8/132af8ae4ec44f1eb7ebf718431d51fc.png,100.0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/93b1aab6-23b1-4b72-89dd-e477eebc7ed8/1e1bc38212a6484faa4f9522f4949788.png,,#15d198,#JOBSMAC,{},history,
6e0d4c2b-e19f-4299-bc06-ecee5ee64aeb,"{'id': 'c6bec883-37e0-443d-970c-2aa31d4c9eca', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2022-01-18T10:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2022-01-10T15:30:00+00:00'}}}",Post Only,42000,#000000,42420.0,2000,’93 ROLEX ZENITH DAYTONA “INVERTED 6”,'93 Rolex Daytona,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/6e0d4c2b-e19f-4299-bc06-ecee5ee64aeb/4cc7a158c1ec4925a50f2ef9c43c4d81.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/6e0d4c2b-e19f-4299-bc06-ecee5ee64aeb/d8af65bed0304bc29260c9b6821fc72d.png,True,False,"#93DAYTONA is fitted with a white “serti dial” from the French word, “sertisasage,” signifying that the diamonds on the dial were installed at the Rolex factory.",2022-03-31T16:30:05.691431-04:00,2000,2020-10-05T23:59:00-04:00,2020-09-25T12:00:00-04:00,7,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/6e0d4c2b-e19f-4299-bc06-ecee5ee64aeb/a387a336a5074b3caf3cdfea4a6f564d.png,100.0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/6e0d4c2b-e19f-4299-bc06-ecee5ee64aeb/72eec5955f2f42d786a73b9b193a10d4.png,,#ceb02c,#93DAYTONA,{},watches,
70ccd536-42a1-4e63-9902-840d8f78ac7e,"{'id': 'ec6d1caf-c552-4177-ba43-c4d8244e2f25', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2022-02-28T15:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2022-02-21T15:30:00+00:00'}}}",Post Only,130000,#000000,132015.0,2000,'98 DODGE VIPER GTS-R,'98 Dodge Viper,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/70ccd536-42a1-4e63-9902-840d8f78ac7e/d71eb6d42f2a485f9b0ee961131a4eda.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/70ccd536-42a1-4e63-9902-840d8f78ac7e/3c17c95d15e24e0aa11bb527b6374d7f.png,True,False,"Not your average snake in the grass, the viper GTS-R is a presence that demands respect...",2022-03-31T16:30:06.720995-04:00,2000,2018-11-16T23:59:00-05:00,2018-09-27T16:00:00-04:00,7,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/70ccd536-42a1-4e63-9902-840d8f78ac7e/ce7a3e3dfd4b49ee90acf00b4f089940.png,100.0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/70ccd536-42a1-4e63-9902-840d8f78ac7e/a1e0ce568d7c4d2e83700788332f5e3c.png,,#2d84e5,#98DV1,{},cars,
8b69936f-afc2-44fd-a55b-ea0531ec5546,"{'id': '60efe40c-8173-4f89-bf94-f4aa7e40ed8e', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2021-12-06T10:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2021-11-30T15:30:00+00:00'}}}",Post Only,215000,#000000,217150.0,5000,’60 DC COMICS JUSTICE LEAGUE OF AMERICA #1,'60 Justice League,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/8b69936f-afc2-44fd-a55b-ea0531ec5546/33bf7ea27ae245b2a827d1d9ce7e4433.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/8b69936f-afc2-44fd-a55b-ea0531ec5546/c1e9a92c4b0046aead8a7cf85d9347fd.png,True,False,"Originally consisting of Batman, Superman, The Flash, Wonder Woman, Green Lantern, Aquaman and Martian Manhunter, the Justice League has remained one of DC Comics’ most popular franchises to date with the “Justice League” (2017) film amassing over $650M at the box office.",2022-03-31T16:30:06.505225-04:00,5000,2020-12-20T23:59:00-05:00,2020-11-20T12:00:00-05:00,7,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/8b69936f-afc2-44fd-a55b-ea0531ec5546/13e38b0581e844afb24d0f96e8fcae20.png,100.0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/8b69936f-afc2-44fd-a55b-ea0531ec5546/82899476543b4dc7be8cac13d25781fe.png,,#db1432,#JUSTICE1,{},art,
e7b6ff28-c684-4182-9952-f5de23e3b46c,"{'id': 'f93a3f01-fc78-4b22-9322-ba14ef60e696', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2022-02-07T15:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2022-01-31T15:30:00+00:00'}}}",Post Only,107500,#000000,107500.0,4300,’09 DOMAINE LEROY RICHEBOURG,09RBLEROY,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/e7b6ff28-c684-4182-9952-f5de23e3b46c/e9d3cc091f17487fa7fa8ed43a39ee15.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/e7b6ff28-c684-4182-9952-f5de23e3b46c/4e75aa6a5a5e44859c36ac48e3235f9c.png,True,False,"Domaine Leroy’s legendary vintner Lalou Bize-Leroy bottled her 2009 vintages earlier than most, and “wanted to give the wines some time to recover before showing them.”",2022-03-31T16:30:06.208981-04:00,4300,2021-11-11T23:59:00-05:00,2021-08-13T12:00:00-04:00,8,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/e7b6ff28-c684-4182-9952-f5de23e3b46c/f880a0a6fc2a4ab1817364629b5d070c.png,100.0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/e7b6ff28-c684-4182-9952-f5de23e3b46c/ac7a066eb42f4e1aa4e754d9717bb5a7.png,,#d40c3e,#09RBLEROY,{},wine-spirits,
315bc437-9a03-4964-b9fa-8b06b9f950d1,"{'id': '417c2f00-449a-4270-9a02-cfe6e7d2eaec', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2021-12-20T10:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2021-12-13T15:30:00+00:00'}}}",Post Only,800000,#000000,808000.0,100000,’16 KOBE BRYANT FAREWELL GAME HARDWOOD (SIGNED),'16 Kobe Hardwood,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/315bc437-9a03-4964-b9fa-8b06b9f950d1/2e7f4b06c2d84d0eb733c1c5b69bdae5.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/315bc437-9a03-4964-b9fa-8b06b9f950d1/bd984253853e40528ed0b4bb5d91075e.png,True,False,Bryant is the only player in NBA history to have 2 numbers retired by the same team.,2022-03-31T16:30:04.837840-04:00,100000,2021-06-10T23:59:00-04:00,2021-03-12T12:00:00-05:00,8,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/315bc437-9a03-4964-b9fa-8b06b9f950d1/4748877681d44f2cb3ff2e943b22385e.png,100.0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/315bc437-9a03-4964-b9fa-8b06b9f950d1/f37aa9eecba848f1b6728b679ff5580e.png,,#873597,#16KOBE,{},history,
7218a844-87b5-400b-b527-ae21e346f80f,"{'id': 'c0d6f668-1ba3-42da-8063-99a97d020bfa', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2021-12-13T10:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2021-12-06T15:30:00+00:00'}}}",Post Only,12000,#000000,12120.0,12000,’77 MARVEL STAR WARS #1,'77 Star Wars #1,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/7218a844-87b5-400b-b527-ae21e346f80f/5b2f4244212d44d8af8657433d90b96e.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/7218a844-87b5-400b-b527-ae21e346f80f/59652c332a21423eb6e3956684536650.png,True,False,"The artists for Star Wars #1 had no finished film to use for reference, resulting in some uncharacteristic portrayals of an overweight Luke Skywalker and a green Darth Vader.",2022-03-31T16:30:05.633268-04:00,12000,2020-09-01T23:59:00-04:00,2020-07-01T13:30:00-04:00,8,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/7218a844-87b5-400b-b527-ae21e346f80f/d8c7d58ac7864bee8bd4d9e6b4f12c32.png,100.0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/7218a844-87b5-400b-b527-ae21e346f80f/06ff2312ad2e428cb7a6d2c856d58611.png,,#ef1b21,#STARWARS1,{},art,
9222caa7-87ce-41f6-9c4e-1a1c75f801ba,"{'id': 'e79fcd91-46f9-47a1-8267-8d0d52b051e0', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2022-02-28T15:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2022-02-21T15:30:00+00:00'}}}",Post Only,137500,#000000,143000.0,1000,'99 SHELBY SERIES 1,'99 Shelby,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/9222caa7-87ce-41f6-9c4e-1a1c75f801ba/840a1429bd7141518e0220c1bc4db255.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/9222caa7-87ce-41f6-9c4e-1a1c75f801ba/f9d278726c7848aa9fa8203b18f7f516.png,True,False,"Twenty years later, the supercharged Series 1 can still hang with the best of modern American muscle.",2022-03-31T16:30:05.948556-04:00,1000,2019-09-14T23:59:00-04:00,2019-09-04T16:10:00-04:00,8,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/9222caa7-87ce-41f6-9c4e-1a1c75f801ba/f7352a20fe0a4cdf8adb7943e79b1242.png,100.0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/9222caa7-87ce-41f6-9c4e-1a1c75f801ba/ca1f08fd767e4f008ff1cbc0e7653597.jpg,,#c00116,#99SS1,{},cars,
f42757bb-a965-4753-92a3-cb29381c5450,"{'id': 'c0d29bf6-2415-4a1d-abd2-ec27e5104909', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2022-01-24T10:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2022-01-17T15:30:00+00:00'}}}",Post Only,21000,#000000,21210.0,2000,JOE DIMAGGIO'S ROLEX DATEJUST,DiMaggio's Rolex,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/f42757bb-a965-4753-92a3-cb29381c5450/11f84f6ec5734fc5b721e165c54fd49d.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/f42757bb-a965-4753-92a3-cb29381c5450/f6ada6d8b02c4de98cf05109746a4944.png,True,False,#DIMAGGIO2’s caseback is engraved “JOE DIMAGGIO / 70TH / BIRTHDAY / RESORTS.”,2022-03-31T16:30:06.633548-04:00,2000,2021-02-09T23:59:00-05:00,2020-11-11T09:00:00-05:00,8,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/f42757bb-a965-4753-92a3-cb29381c5450/1a047da34f40489aa5133b44c94a0846.png,100.0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/f42757bb-a965-4753-92a3-cb29381c5450/ac5d210763a24d2a806dbfb454d88b98.png,,#03dd9f,#DIMAGGIO2,{},watches,
3a82daaa-9632-46b2-8146-a6953ef3475b,"{'id': 'd9ee75f3-3cf1-439d-a961-cc30656b3ddf', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2022-01-24T10:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2022-01-17T15:30:00+00:00'}}}",Post Only,17800,#000000,17951.3,1997,"'18 ROLEX GMT MASTER II ""PEPSI JUBILEE""",Rolex Pepsi,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/3a82daaa-9632-46b2-8146-a6953ef3475b/cc05032041e74d5b8be1ea1f073e8931.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/3a82daaa-9632-46b2-8146-a6953ef3475b/613b50346ebf40cf93ce746d110be7d7.png,True,False,"The iconic Rolex GMT got a facelift. New movement, new bezel, and a new bracelet.",2022-03-31T16:30:05.826742-04:00,2000,2019-11-10T23:59:00-05:00,2019-11-01T17:00:00-04:00,9,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/3a82daaa-9632-46b2-8146-a6953ef3475b/573581ee5d734a7d98c4a9c2866555a3.png,99.85,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/3a82daaa-9632-46b2-8146-a6953ef3475b/a23a619c6b534937841a83e1df2460d0.png,,#b7b9bf,#RLEXPEPSI,{},watches,
068f6f86-30be-4018-929e-a6000cf5161f,"{'id': 'aad6e2f2-7157-44e3-94af-3aaf37d44820', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2021-12-13T10:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2021-12-06T15:30:00+00:00'}}}",Post Only,80000,#000000,80800.0,10000,’62 MARVEL FANTASTIC FOUR #5 (1ST APP. OF DR. DOOM),'62 Fantastic Four,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/068f6f86-30be-4018-929e-a6000cf5161f/3854c72e1f4748fa908b0a6a6e82cf91.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/068f6f86-30be-4018-929e-a6000cf5161f/49c08c161dba4e0cb214635506ecec4a.png,True,False,#FANFOUR5’s cover art (courtesy of Jack Kirby) depicts the Fantastic Four fighting Dr. Doom: “THE FANTASTIC FOUR / ‘MEET… DOCTOR DOOM!’”,2022-03-31T16:30:05.531123-04:00,10000,2021-06-02T23:59:00-04:00,2021-03-04T12:00:00-05:00,9,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/068f6f86-30be-4018-929e-a6000cf5161f/b815643c5a1548a78fad7bdbb237a8c8.png,100.0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/068f6f86-30be-4018-929e-a6000cf5161f/fd3a74c9bcfb4d6c8bd7134fa5859bfd.png,,#0c6a5a,#FANFOUR5,{},art,
7c0e8631-e7b8-48a7-a8ad-cff99dd0f469,"{'id': 'e8a897d4-2637-4524-8b33-d24d7b1c7441', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2021-12-06T10:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2021-11-30T15:30:00+00:00'}}}",Post Only,825000,#000000,833250.0,33000,1976 APPLE I COMPUTER,1976 Apple I,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/7c0e8631-e7b8-48a7-a8ad-cff99dd0f469/809e4826b9344811afd59993e431865c.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/7c0e8631-e7b8-48a7-a8ad-cff99dd0f469/2f3acc2d215e41d088830c7b1a24c8e9.png,True,False,#APPLE1 features a black felt tip signature from Steve Wozniak inside the lid of the box: “Woz.”,2022-03-31T16:30:05.998275-04:00,33000,2021-07-22T23:59:00-04:00,2021-04-23T12:00:00-04:00,9,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/7c0e8631-e7b8-48a7-a8ad-cff99dd0f469/aa0c1507c1cc4ada84c620a81184dccd.png,100.0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/7c0e8631-e7b8-48a7-a8ad-cff99dd0f469/f7501d5d15764e9bbe6aba65963a80a5.png,,#83bbd2,#APPLE1,{},history,
726ea834-7b11-484d-81fc-6758fb79c542,"{'id': '8dee613e-e44f-4e8a-bd30-e62e119fdfc8', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2022-02-28T15:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2022-02-21T15:30:00+00:00'}}}",Post Only,195000,#000000,198770.0,3000,'02 BMW Z8,'02 BMW Z8,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/726ea834-7b11-484d-81fc-6758fb79c542/a9f1d09d5a524e299c247144ee89367f.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/726ea834-7b11-484d-81fc-6758fb79c542/3e772a0dd8414912ad260ffa010d2dea.png,True,False,"Upon release, it was considered BMW’s ""sexiest roadster ever made.” The sleek body styling of the Z8 was the go-to choice of both Hollywood movie studios and tech titans like Steve Jobs. Nearly 2 decades later, it still looks good from all angles.",2022-03-31T16:30:05.306653-04:00,3000,2019-01-31T23:59:00-05:00,2019-01-06T18:00:00-05:00,9,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/726ea834-7b11-484d-81fc-6758fb79c542/41559a9792304c239395231f59db957a.png,100.0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/726ea834-7b11-484d-81fc-6758fb79c542/e39f00374cbf44d5bc10e91d886a66d4.png,,#c1cbdc,#02BZ1,{},cars,
c13e5c48-ac38-4b42-abad-497ad8467d7b,"{'id': '1467377b-596c-4bcc-b04b-b3bdf7ee1a3e', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2022-02-07T15:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2022-01-31T15:30:00+00:00'}}}",Post Only,39000,#000000,39390.0,1000,'16 SCREAMING EAGLE (12),'16 Screaming Eagle,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/c13e5c48-ac38-4b42-abad-497ad8467d7b/87fce64b2d764b4489ae0091beb24d12.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/c13e5c48-ac38-4b42-abad-497ad8467d7b/7c07f2666a0d456d917c6f0d0816352f.png,True,False,"Founded by a former real estate agent in 1986, Screaming Eagle made international headlines in 1995 when its inaugural vintage received a score of 99 points from renowned critic Robert Parker.",2022-03-31T16:30:04.523382-04:00,1000,2020-09-14T23:59:00-04:00,2020-09-04T12:00:00-04:00,9,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/c13e5c48-ac38-4b42-abad-497ad8467d7b/561e5ea2135c4c81ba4bd824c12ce5f6.png,100.0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/c13e5c48-ac38-4b42-abad-497ad8467d7b/aaaa6018eea84f5da9db8d5d02e0f427.png,,#deba02,#16SCREAG,{},wine-spirits,
92aeb272-78f4-467f-816a-4cfafdc1e857,"{'id': 'be9e786d-921a-43f1-903a-ec1deee964f6', 'status': 'ISSUED', 'markets': {'secondaryMarket': {'status': 'CLOSED', 'sessionsFollowMarketHours': True, 'sessionsStart': '2022-01-24T10:30:00+00:00', 'disabled': '', 'sessionHours': {'dateClose': '2022-04-01T20:30:00+00:00', 'lastDateOpen': '2022-03-31T14:30:00+00:00', 'nextDateClose': '2022-04-04T20:30:00+00:00', 'nextDateOpen': '2022-04-04T14:30:00+00:00', 'dateOpen': '2022-04-01T14:30:00+00:00', 'lastDateClose': '2022-03-31T20:30:00+00:00'}, 'enabled': '2022-01-17T15:30:00+00:00'}}}",Post Only,34500,#000000,36173.25,1998,"ROLEX SUBMARINER ""SMURF""",Rolex Smurf,,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/92aeb272-78f4-467f-816a-4cfafdc1e857/e37f70d49b0041ff902684d71413a5cd.png,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/92aeb272-78f4-467f-816a-4cfafdc1e857/1e8581ddef3b48ec9ceee2c0aff15b54.png,True,False,"The Smurf’s distinctive blue dial and 18 kt white gold construction has led many celebrities to choose it as their personal watch, including Gordon Ramsay and John Mayer.",2022-03-31T16:30:05.613028-04:00,2000,2019-12-02T23:59:00-05:00,2019-11-22T12:30:00-05:00,10,0.0,0,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/92aeb272-78f4-467f-816a-4cfafdc1e857/2b8014db61ee4a02b634c1cd94dbab2c.png,99.9,https://s3.amazonaws.com/share-media-applications-production-rallyrd/asset/asset/92aeb272-78f4-467f-816a-4cfafdc1e857/b360f60c8e2748c492f85bcd65391a84.png,,#266eed,#SMURF,{},watches,
